topic,text,n_words
Цветочный горшок: как выбрать и ухаживать?,"Что влияет на формирование личности ребёнка? Какие факторы необходимо учитывать, чтобы воспитать гармонично развитую личность? Именно эти вопросы возникают при чтении текста известного русского писателя Н. С. Лескова.

Раскрывая проблему формирования личности ребёнка, автор ведёт повествование от первого лица. Рассказчик вспоминает о том периоде своего детства, когда его родители из большого городского дома переехали в маленький деревенский дом, усиленно занялись своим хозяйством, предоставив свободу сыну. Это говорит о полном доверии, которое оказывали родители ребёнку.
Кроме того, мальчик сблизился с крестьянскими детьми и взрослыми парнями, пасшими лошадей. Но больше всего он привязался к седому мельнику, охотно вступавшему в беседу. Опытный ум дедушки Ильи открывал мальчику «полный таинственной прелести мир», связанный с природой и народными преданиями про домовых и водяных. Из этого следует, что сказки, рождённые народной фантазией, общение с крестьянами, как с детьми, так и взрослыми, обогащало внутренний мир ребёнка, развивало в нём воображение, прививало нравственные качества.

Оба примера дополняют друг друга и расширяют наше представление о том, как происходит формирование личности ребёнка, переместившегося из городского пространства в сельскую местность.

Авторская позиция заключается в следующем: на формирование личности ребёнка оказывает воздействие множество факторов, важнейшими из которых являются доверительное отношение к нему родителей, общение с природой, с ровесниками, взрослыми, обладающими большим жизненным опытом.

Я полностью поддерживанию мнение автора. Действительно, родители не должны навязывать свою волю детям, относиться к ним доверительно и предоставлять им возможность расширять свой кругозор и знания о мире, общаясь как со сверстниками, так и со взрослыми людьми, которые готовы поделиться с ними своим богатым жизненным опытом. Общение с природой тоже имеет огромное значение для воспитания гармоничной личности.

Чтобы подтвердить свою позицию, приведу пример из художественного произведения. В повести Л. Н Толстого «Детство» Николай Иртеньев вспоминает о светлых, радостных и неповторимых годах лучшей поры в жизни человека. В этих воспоминаниях и уроки доброго немца Карла Ивановича, и нежная любовь матери, общение с братом Володей и сверстниками, первая охота. Эти воспоминания освежают душу рассказчика, возвышают его и заставляют забыть о невзгодах и тревогах.

В заключение хочу подчеркнуть, что детство – это важный период, в который происходит формирование личности. Доверие родителей, природа, общение с людьми – всё это воздействует на воспитательный процесс.
",341
Футбольный мяч: как он сделан и как им играть?,"Какое значение для экологии имеет охрана и сбережение лесов? Почему необходимо беречь лесные массивы и посадки? Именно эти вопросы возникают при чтении текста А. И. Куприна.

Раскрывая проблему сохранения лесов, автор знакомит нас со своим героем. Турченко три четверти жизни проводил в лесу, считая его своей семьей и видел в нём единственную привязанность к жизни. Этого человека считали чудаком, так как он был предан лесному делу, не торговал лесными делянками в свою пользу, под его надзором было двадцать семь тысяч десятин казённого леса, громадные леса миллионеров братьев Солодаевых. Кроме того, он бесплатно и самовольно взялся за охрану крестьянских лесов. Из этого следует, что герой осознаёт важность сохранения лесов.

Далее автор сообщает, какие действия предпринимал Турченко для охраны природы. Он сажал кустарники по берегам рек, чтобы укрепить их, разводил посадки хвойных деревьев на песчаных пустырях. Он мечтает сделать реку Мологу судоходной, вырастив деревья по берегам, с помощью лесных посадок готов увлажнить почву, оросить безводные губернии. Этот пример ярко свидетельствует о том, что необходимо сажать и беречь леса, чтобы жизнь человека стала богаче и лучше.

Оба примера расширяют наше представление о пользе лесов и говорят о том, что герой, осознавший значимость лесов, честно и преданно служит делу лесничества.

Авторская позиция заключается в следующем: необходимо бережно относиться к лесам, так как они увлажняют почву, способствуют орошению местности, делают реки полноводными, повышают урожайность хлеба.

Я полностью поддерживанию мнение автора. Действительно, сажая и сберегая леса, мы развиваем судоходность рек, орошаем поля, усиливаем плодородность почвы.

Чтобы подтвердить свою позицию, приведу пример из художественного произведения. В рассказе А. П. Платонова «Песчаная учительница» Мария Никифоровна Нарышкина поняла, что её ученики плохо посещают школу и часто болеют, так как сухой песчаный климат не способствует развитию огородничества и садоводства, дети голодают, в их рационе нет овощей и фруктов. Она придумала, как бороться с песчаными бурями, засыпавшими крестьянские огороды, предложив сельчанам посадить полосы кустарников, которые задерживали бы пески.

В заключение хочу подчеркнуть, что нужно беречь леса, так как от них зависит многое: свежий воздух, полноводность рек, красота окружающего мира.",321
Звездное небо: как его наблюдать и что там можно увидеть?,"В чём заключается смысл жизни? Какие цели должен ставить перед собой человек? Именно эти вопросы возникают при чтении текста А. П. Чехова.

Раскрывая проблему цели и смысла жизни, автор ведёт повествование от первого лица. Рассказчик делится воспоминаниями о том, как он посетил родного брата в его имении. Он увидел картину, которая удручающе подействовала на его душу и привела к нравственной перемене. Помещик гордился тем, что в его усадьбе созрел собственный, а не купленный крыжовник. Он с наслаждением ел кислую и жёсткую ягоду, заявляя, что очень вкусно, имея вид ребёнка, который наконец получил любимую игрушку. Из этого следует, что человек, поставивший перед собой низкую цель, добившийся её и испытывающий довольство и счастье, вызывает сожаление и даже неприятие, тяжёлое чувство, близкое к отчаянию.
Рассказчик размышляет о том, что в мире много довольных, счастливых людей, тогда как вокруг «наглость и праздность сильных, невежество и скотоподобие слабых, кругом бедность невозможная, теснота, вырождение, пьянство, лицемерие, враньё». Жизнь устроена ненормально, и нет «за дверью каждого довольного, счастливого человека» кого-нибудь, кто стоял бы «с молоточком и постоянно напоминал бы стуком, что есть несчастные». Этот пример говорит о том, что человек не может быть счастлив, замыкаясь в личном пространстве, когда рядом страдают бедняки.
Оба примера связаны по принципу частного и общего, вытекают один из другого. Увидев довольного своим существованием брата, рассказчик приходит выводу, что его брат не одинок, вокруг много сытых и довольных людей, которые проявляют равнодушие к бедам и несчастьям окружающих.

Авторская позиция заключается в следующем: цель и смысл жизни заключаются не в личном счастье, а в чём-то более разумном и великом, поэтому он призывает делать добро, пока мы молоды, сильны и бодры.

Мне близка позиция автора. Действительно, целью жизни не может быть стремление к материальным благам, так как оно унижает личность, ведёт к духовной деградации. Нужно ставить перед собой высокие цели.

Приведу пример из другого рассказа А. П. Чехова «Ионыч». Земский доктор Дмитрий Ионыч Старцев разочаровался в любви, когда Катерина Ивановна Туркина отказала ему, решив, что должна стать великой пианисткой. Целью жизни его стало накопительство. По вечерам он доставал из кармана деньги, заработанные частной практикой, и с удовольствием их пересчитывал. Он скупал на аукционе дома. Богатея, губернский врач утратил живые движения души, превратился в бездушного идола, получил в обществе прозвище «надутый поляк».

В заключение хочу подчеркнуть, что человек должен ставить перед собой высокие и благородные цели, которые совершенствуют его личность и обогащают духовно.",380
Собачья шерсть: как ее стричь и чем кормить?,"Какую роль играет искусство в жизни человека? Способно ли оно произвести в душе нравственный переворот, благотворно подействовать на личность, обогатить её духовно? Может ли художественное произведение помочь нам преодолеть духовный кризис и понять цель своего существования? Именно эти вопросы возникают при чтении текста Г. И. Успенского.

Раскрывая проблему воздействия искусства на человека, автор ведёт повествование от первого лица. Рассказчик носил в душе «груз горького, подлого и страшного», исходив по Парижу десятки вёрст, и случайно, совершенно неожиданно, «без малейшей нравственной потребности», зашёл в Лувр, где остановился перед статуей Венеры Милосской. Сначала он находился в полном недоумении, «поражённый чем-то необычайным, непостижимым». Герой не мог понять, что с ним случилось, но он почувствовал большую радость. Из этого примера следует, что подлинное произведение искусства способно изменить настроение и внутреннее состояние человека, подарить ему истинную радость, избавить от тягостного ощущения.
Продолжая анализировать своё состояние, рассказчик приводит развёрнутое сравнение, когда утверждает, что до сих пор был похож на скомканную в руке перчатку. Но вот он дунул в этот кожаный мешок, и она стала похода на человеческую руку. Так и при встрече с прекрасной статуей что-то «дунуло в глубину… скомканного, измученного, искалеченного существа» героя и выпрямило его. Это сравнение говорит о том, что искусство
совершенствует человека, способствует его нравственному росту, заставляет «бодро проснуться», наполняет душу свежестью и светом.

Оба примера дополняют друг друга и подводят нас к мысли о том, что художественное произведение способно возродить душу, помогает личности выпрямиться, забыть о житейских невзгодах и начать новую, более осмысленную и одухотворённую жизнь.

Авторская позиция заключается в следующем: встреча с истинным произведением искусства положительно воздействует на душу, человек чувствует потребность «безукоризненного поведения», стремится стать лучше, не обижать окружающих, желает сохранить в себе счастье ощущать себя человеком.
Невозможно не согласиться с мнением автора. Действительно, художественное произведение заставляет дорожить радостью, которую испытываешь от встречи с ним, воодушевляет человека, делает его лучше.

Приведу пример из романа И. А. Гончарова «Обломов». Вдохновенное пение Ольги Ильинской вызвало слёзы на глазах Обломов, и он признался девушке в любви. Музыка произвела не ленивого и апатичного героя благотворное действие, пробудила в его душе живые чувства.

В заключение хочу подчеркнуть, что настоящее художественное произведение имеет какую-то высшую цель, и наша задача – понять, в чём эта цель состоит. Художник создаёт красоту, которая находит отклик в сердцах людей.",361
Пицца с ананасами: вкусно или нет?,"Какую роль играет в жизни человека Родина? Что такое Родина? Именно эти вопросы возникают при чтении текста русского советского писателя А. Н. Толстого.

Раскрывая проблему определения роли Родины в жизни человека, автор опирается на собственные рассуждения, приводит яркие примеры. Статья написана в годы Великой Отечественной войны, когда за месяцы тяжёлой борьбы, решающей судьбу народа, люди почувствовали всё более глубокую связь с Родиной, испытали мучительную любовь к ней. Это говорит о том, что в минуты общей беды, когда враг разоряет землю, чувство общности со всем народом, со своей страной усиливается в душе каждого человека.
Понятие Родины прочно связано с народом, с вечно отмирающим и вечно рождающимся потоком людей, который несёт свой язык и свою культуру, символизирующие нерушимость Родины. Из этого следует, что язык и культура – это основа любого народа и залог его существования.
Оба примера, дополняя друг друга, подводят нас к мысли о том, что велика роль Родины в жизни русского народа, который создал свою литературу и культуру, в течение многих веков противостоял полчищам врагов, мечтавших покорить Россию.

Авторская позиция заключается в следующем: Родина – это не только родовое гнездо каждого представителя нашего народа, это и сам народ с его языком, культурой, верой, с историческим прошлым и движением к желанному будущему.

Мне близка позиция автора. Действительно, основу нашей страны составляет народ, обладающий величайшим талантом, создавший прекрасный язык и великую литературу.

В стихотворении А. Ахматовой «Мужество», написанном в годы Великой Отечественной войны, лирическая героиня говорит о том, что «не страшно под пулями мёртвыми лечь», главное – сохранить русскую речь, «великое русское слово».

В заключение хочу подчеркнуть, что народ и есть основа нашей страны, народ, который в трудную минуту готов защищать свою страну, способен сохранить язык и культуру.",269
Как процесс эволюции изменил животных и растения,"Что такое Родина? Какую роль играет она в жизни человека? Именно эти вопросы возникают при чтении текста русского советского писателя А. Н. Толстого.

Раскрывая проблему определения роли Родины в жизни человека, автор опирается на собственные рассуждения. Используя антитезу, он сравнивает отношение человека к Родине в мирные и военные дни. В мирные дни человек пребывает в довольстве и счастье, похож на птицу, купающуюся в небе. В это время у некоторых может возникнуть мысль, что весь мир – его родина. А иногда, озлобленный жизненными неурядицами, кто-то может заявить, что родина не сделала ему ничего хорошего. Это говорит о том, что не всегда человек способен оценить истинную роль родной страны в своей судьбе. Но вот надвигается общая беда: враг разоряет родную землю, хочет присвоить её. Именно в эту минуту все собираются около своего гнезда, объединяются, понимая, что в одиночку им не спастись. Оба примера противопоставлены друг другу, но подводят нас к мысли о том, что не сразу мы понимаем ценность и значимость Родины в нашей судьбе, но в минуту опасности приходит истинное понимание значения Родины в судьбе каждого из нас.

Авторская позиция заключается в следующем: Родина — это не только гнездо, вокруг которого мы собираемся во время опасности, но и движение народа по своей земле из глубин веков к желанному будущему, в которое он верит и создаёт своими руками для себя и своих потомков.

Невозможно не согласиться с мнением писателя. Действительно, Родина - это вечно отмирающий и вечно рождающийся поток людей, несущих свой язык, свою духовную и материальную культуру и непоколебимую веру в законность и нерушимость своего места на земле.

Герой рассказа М. А. Шолохова «Судьба человека» особенно чётко и пронзительно понял смысл слова «Родина», когда общая беда пришла в наш дом. Он отправился на фронт, чтобы защищать родную землю от врага.
В заключение хочу подчеркнуть, что Родина – это не только бескрайние просторы и земли, но это в первую очередь народ со своим языком и культурой.

",305
Компьютерная графика: как она создается и используется?,"Природа и человек… В каких отношениях они находятся? Способна ли природа быть учителем и наставником человека, воздействовать на его душу, помогать делать важные жизненные открытия? Именно эти вопросы возникают при чтении текста русского писателя, вдохновенного певца природы, М. М. Пришвина.

Размышляя над проблемой воздействия природы на человека, автор ведёт повествование от первого лица. Рассказчик самой ранней весной идёт берегом любимого ручья, наблюдает за происходящим, прислушивается к звукам, делает выводы и обобщения. Так, наблюдая за тем, как вода встречает на своём пути преграды и преодолевает их, как она «сжимает мускулы в неизбежной борьбе», лесной путешественник делает обобщение о том, что «препятствия делают жизнь». Из этого напрашивается вывод о том, что вид бегущей через преграды воды помогает понять герою основное правило жизни: наше существование – непременная борьба, если бы борьбы не было, то не было бы и жизни. Как вода ушла бы безжизненно сразу в океан, так «из безжизненного тела уходит непонятная жизнь».
Описывая большой завал, где вода как будто ропщет, герой слышит в ропоте и плеске воды, преодолевающей преграду, не слабость, не жалобу, не отчаяние. Напротив, он подчёркивает, что «каждый ручей уверен в том, что добежит до свободной воды». Из этого следует ещё один вывод: для успешной борьбы необходима уверенность в том, что победа непременно придёт.
Оба примера в яркой и образной форме, дополняя друг друга, иллюстрируют два правила: жизнь – борьба; для успешного преодоления препятствий необходима вера в победу.

Авторская позиция заключается в следующем: природа и человек взаимосвязаны. Чтобы понять смысл жизни, нужно внимательно присмотреться к природным явлениям, для того чтобы открыть общий закон и следовать ему.

Позиция автора мне близка. Действительно, природа может быть учителем и наставником человека, её изучение даёт нам много «открытий чудных».

В этом случае не могу не вспомнить стихотворение А. А. Фета «Учись у них, у дуба, у берёзы». Лирический герой обращает наше внимание на то, что в жестокую пору зимы, когда древесная кора трескается от сильного мороза, берёза и дуб молчат, не ропщут и не жалуются на судьбу, а терпеливо ждут, когда же прилетит «гений весны», даруя новую жизнь и новую радость. Да, у деревьев стоит поучиться стойкости, мужеству, умению с достоинством переносить страдания и верить в духовное пробуждение и возрождение.

Подводя итог всему сказанному, хочу подчеркнуть, что природа и человек едины, нельзя, чтобы мы существовали в отрыве от окружающего мира. Нужно уметь наблюдать и делать выводы, многому учиться у природы, которая способна воздействовать на нашу душу, приводить к важным жизненным открытиям.",391
Музыкальная терапия: как она помогает и кому она нужна?,"Какое воздействие оказывает природа на человека? Способен ли человек стать лучше, общаясь с природой? Именно эти вопросы возникают при чтении текста русского советского писателя М. М. Пришвина.

Раскрывая проблему воздействия природы на человека, автор опирается на собственные наблюдения над таким явлением природы, как ручей. Рассказчик идёт по берегу любимого лесного ручья, и в это время он «видит, слышит, думает». Он видит, как на пути воды рождаются всё новые и новые препятствия и как ручей преодолевает эти преграды. Жизнь ручья, как и жизнь человека, проходит «то пузырями и пеной, а то в радостной перекличке среди цветов и танцующих теней».
Оба эти примера, дополняя друг друга, свидетельствуют о том, что жизнь ручья, как и жизнь человека, походит в борьбе, в преодолении препятствий.

Авторская позиция заключается в следующем: когда человек наблюдает за природой, он начинает лучше понимать самого себя, потому что между жизнью природы и жизнью человека много общего. Наблюдения за природой помогают достичь чувства покоя и гармонии.

Мне близка позиция автора. Действительно, природа - неиссякаемый источник мыслей и чувств. Созерцание окружающего мира обязательно приводит к истине, помогает преодолевать трудности. В романе-эпопее Л. Н. Толстого «Война и мир» есть эпизод, где тяжело раненный в Аустерлицком сражении Андрей Болконский лежит на спине на Праценской горе и видит перед собой бесконечное высокое небо с медленно и плавно плывущими по нему облаками и открывает истину: его мечты о славе по сравнению с высоким небом были ложными – мелкими и ничтожными.

В заключение хочу подчеркнуть природа всегда влияет на человека благотворно, приводит его к открытиям, даёт нравственные силы, помогает преодолеть беды и жизненные невзгоды.",252
Банановая кожура: как ее использовать и не выбрасывать?,"В чём наиболее полно раскрывается назначение человека? Способен ли человек с помощью творчества определить своё призвание и реализовать его?
Именно эти вопросы возникают при чтении текста Д. А. Гранина.

Раскрывая проблему назначения человека, автор опирается на собственные размышления, приводит для аргументации яркие примеры. Он вспоминает удивительный день полёта первого космонавта Юрия Гагарина. Весь мир испытывал радость за величие человеческого разума. Но больше всего, как мне кажется, рады были учёные, техники, механики и лётчики, все те, кто был причастен к этому великому достижению человечества. Это служило для них доказательством того, что они правильно нашли своё призвание – служить науке и технике и сумели реализовать своё предназначение.
Автор подчёркивает, что критерии устойчивости и безопасности общества опираются прежде всего на способность человека к творчеству. Если каждый сделает правильный выбор, сумеет верно определить смысл своего существования и будет двигаться к намеченной цели, служа прогрессу общества, то мир приобретёт устойчивость.
Оба примера, дополняя друг друга, подводят нас к мысли о том, что только творческая личность, обречённая на вечные муки и вечное счастье познания, способна приблизить счастливое будущее человечества.

Авторская позиция заключается в следующем: любое творчество, научное, техническое или художественное, наиболее полно раскрывает назначение человека. В творческом труде каждый может определить своё призвание и реализовать его.

Мне близка позиция автора. Действительно, творческий труд облагораживает человека, делает его свободнее, лучше.

В романе В. Каверина «Два капитана» Саня Григорьев увидел своё предназначение в том, чтобы стать полярным лётчиком. Он добился своей цели, следуя девизу детства: «Бороться и икать, найти и не сдаваться».

В заключение хочу подчеркнуть, что мы должны стремиться к такому будущему, где каждый человек сумеет определить своё призвание и реализовать его.",257
Солнечный удар: как его предотвратить и лечить?,"Допустимо ли обманывать доверие людей? Возможно ли ввести в заблуждение и обмануть того, кто оказал вам услугу, помог в трудную минуту, веря в вашу порядочность, добродетель и честность? Именно эти вопросы возникают при чтении текста русского писателя Н. С. Лескова.

Раскрывая проблему обманутого доверия, автор знакомит читателя с маленькой старушкой-помещицей, приехавшей в Петербург с «вопиющим делом». Она доверилась одному великосветскому франту, заложив свой домик, чтобы дать щёголю пятнадцать тысяч. Пожилая женщина поверила заимодавцу, потому что была знакома с его матерью, знала, что молодой человек принадлежит к знатной фамилии, имеет блестящую карьеру и получает прекрасные доходы с имений. Из этого следует, что владелица небольшого домика была полностью уверена в порядочности просителя, доверяла ему совершенно и не могла даже предположить, что её ожидает бессовестный обман.
Далее мы узнаём, что должник, «травленый зверь», не отвечал на письма старушки, не собирался платить долги, и несчастная женщина с больной увечной дочерью и маленькой внучкой должна была лишиться домика, её ожидала «страшная перспектива холода и голода». Этот факт свидетельствует о бесчестности и безнравственности светского франта, не пожалевшего бедную женщину.

Оба примера находятся в причинно-следственной связи. Вера в доброту и порядочность сына знакомой, в его высокое положение и безупречную нравственность, помещица жестоко разочаровалась в людской честности и её ожидала крайняя нищета.

Авторская позиция заключается в следующем: нельзя обманывать доверие людей, оказавших вам услугу, в которой вы остро нуждались.

Я полностью поддерживанию мнение автора. Действительно, жестоко и бесчеловечно обмануть того, кто вам верит.

Чтобы подтвердить свою позицию, приведу пример из художественного произведения. В романе Ф. М. Достоевского «Преступление и наказание» есть эпизод, где преуспевающий адвокат Пётр Петрович Лужин обманывает доверившуюся ему Соню Мармеладову. Он приглашает её к себе в комнату, чтобы оказать материальную помощь в виде десяти рублей, так как отец девушки погиб, попав пьяным под лошадь. Девушка верит в доброту и благородство Лужина и не подозревает, что «благодетель» незаметно подложил ей в карман сто рублей, чтобы затем обвинить в воровстве. Он делал это из мести Раскольникову. Если бы не заступничество Лебезятникова и Раскольникова, девушку, учитывая её положение «падшей женщины», отправили бы на каторгу. Как же было велико разочарование кроткой и смиренной Сони, когда она убедилась в бессовестном обмане Лужина!

В заключение хочу подчеркнуть, что тот, кто обманывает доверившихся ему людей, поступает бесчеловечно. Не случайно обманувшие доверившихся им находятся в последнем, девятом, кругу ада в «Божественной комедии» Данте. Значит, это самый страшный грех, который ведёт к тому, что обманутый приходит в крайнее отчаяние и теряет веру в добро, любовь к ближнему.",396
Книжный клуб: как его организовать и вести?,"Стоит ли доверять малознакомым людям – вот проблема, которую ставит в тексте Н.С.Лесков.

Автор рассказывает, как старушка-помещица «по своей сердечной доброте и простоте» в трудную минуту помогла человеку с высоким чином, поверив в то, что он вернет ей деньги в короткий срок. Казалось бы, у героини и так ничего не было, кроме дома, где она проживала с больной дочерью и внучкой, но даже это не остановило помещицу пожертвовать последним богатством ради старой приязни к матери франта. Что двигало героиней? Милосердие… Именно оно притупило ее бдительность, не внушило ей ни одной здравой мысли о том, как опасно доверять малознакомым людям.

Следствием этого поступка стало то, что «перед бедной женщиной, которая уповала дожить свой век в своём домишке, вдруг разверзается страшная перспектива холода и голода с увечной дочерью и маленькою внучкою». Оказалось, что доверять малознакомым людям опрометчиво и глупо. И никакого благородства в таких действиях нет!

Позицию автора определить не сложно: не стоит верить людям, опираясь лишь на знатность их фамилий или чинов, былое знакомство с их родителями или элементарную жалость.

Я разделяю точку зрения Н.С.Лескова, так как считаю, что доверие к таким людям, как правило, наносит ущерб тем, кто верит им. Вспомним добродушного Пьера Безухова, героя романа-эпопеи Л.Н.Толстого «Война и мир», который, пытаясь облегчить жизнь крестьянам, вовсе не замечал, как управляющий обманывал его и играл графом, «как игрушкой». Вот она, цена доверия!",217
